HITId,Input.text,Answer.sentiment.label
3CZH926SICFBWBGOHV19EB4T1PF4E1,"#ICYMI #ChicagoPeaceFellow Gloria Smith, Executive Director of Black Star Project, reflects on #Chicago Police DepaÃ¢â‚¬_ https://t.co/pi61yOwJWh",About the police - Neutral
3CZH926SICFBWBGOHV19EB4T1PFE4B,"Our very own Executive Director, Tracy Siska, was on CBS news discussing police transparency and how it is needed iÃ¢â‚¬_ https://t.co/6D132WkUaP",About the police - Positive
3D06DR5225KOAOOI7UZJ4MV2211AM6,"RT @desert_sista: I have lived in Chicago for almost 20 years. We've heard ""no indictment"" a lot. Taxpayers have also paid close to $1B toÃ¢â‚¬_",Not about the police
3D06DR5225KOAOOI7UZJ4MV2211MAI,@Wayand_ @NilofarAyoubi The criminal woman pretended to be pregnant &amp; also post her pregnancy pictures on FB. ApparÃ¢â‚¬_ https://t.co/msbWUXPiBv,About the police - Neutral
3D0LPO3EAB0D697X0GSCZC2E0SJOY9,RT @NDILnews: Federal Grand Jury Indicts 4 Teens in Connection with Violent Carjacking in Chicago @FBIChicago @Chicago_Police @CookCountySAÃ¢â‚¬_,Not about the police
3D0LPO3EAB0D697X0GSCZC2E0SJYOJ,Missing pregnant teen found dead with baby cut from womb https://t.co/oOGlhXK8lI,Not about the police
3D17ECOUOEWRUE385T1BXMTTYGF13U,"@Chicago_Police @NDILnews @FBIChicago @DEACHICAGODiv @ATF_Chicago Well, we know we can't rely on your DA. She would let them go.",About the police - Negative
3D17ECOUOEWRUE385T1BXMTTYGF31W,A mother and daughter have been arrested for allegedly strangling a pregnant Chicago woman before ripping her babyÃ¢â‚¬_ https://t.co/pCwszRqrtV,Not about the police
3D1TUISJWI1MTECPSKIICU0FSV9IUA,@YouTube @Chicago_Police @VNilesIL @FLOTUS @TomDart I never had a dui or tested positive for amphetamine. EveryoneÃ¢â‚¬_ https://t.co/2ATwYU7ZbR,Not about the police
3D1TUISJWI1MTECPSKIICU0FSV9UIM,@chicagotribune Do you know anything about the parking tickets on marlenÃ¢â‚¬â„¢s car? the car was also reported missingÃ¢â‚¬_ https://t.co/kyRaRmVl34,Not about the police
3D1UCPY6GGA95ENT4EAQCWG1CMK83K,"Earlier today, the remains of several incendiary devices were found on the perimeter of the Orthodox Synagogue at CÃ¢â‚¬_ https://t.co/ZjF3jeis1b",About the police - Positive
3D1UCPY6GGA95ENT4EAQCWG1CML38G,"Ex-Chicago police commander pleads guilty to stealing $363,000 from Social Security after mother's death https://t.co/Pf3kURkAuq",About the police - Negative
3D3B8GE892SGQ8BQ74DBPVED1OU9PM,RT @ThomasB23853663: @CWBChicago @EricTendian @Chicago_Police Wonder if heÃ¢â‚¬â„¢ll get the Juicy Fruit deal.,About the police - Neutral
3D3B8GE892SGQ8BQ74DBPVED1OUP92,President Trump is obnoxiously pervertedly raping me. I want justice done. @POTUS @SecretService @HillaryClintonÃ¢â‚¬_ https://t.co/5AvjB3g0WW,Not about the police
3D3B8GE892SGQ8BQ74DBPVED1OV9PN,RT @naomi_haber: Molotov Cocktails Found Outside a Synagogue Have Put Chicago Police on High Alert Ã¢â‚¬â€œ VICE News https://t.co/LQauCJTOia,Not about the police
3D3B8GE892SGQ8BQ74DBPVED1OVP93,"@CWBChicago @Chicago_Police So, dismissed right?",About the police - Neutral
3D42WVSDH8WJ0WU41D9MCIT08RSFYE,Neighbors Create Memorial For Marlen Ochoa Outside Home Where Police Say She WasÃ‚ Murdered https://t.co/K536nFjqMQ https://t.co/NuuQxYCsRU,About the police - Negative
3D42WVSDH8WJ0WU41D9MCIT08RSYFX,Incoming Chicago mayor has path to historic police reforms https://t.co/yxPCRyuZpA,About the police - Negative
3D4BBDG7ZHXBHHD6LQQVEICK2D63CM,"@Bravewriting I think it was linked to some family in Chicago whose child was killed by the police, there's so manyÃ¢â‚¬_ https://t.co/VCr2Oqq32U",About the police - Negative
3D4BBDG7ZHXBHHD6LQQVEICK2D6C3V,"Police: girl, 15, missing from Archer Heights - Chicago Sun-Times https://t.co/FN0bflgTjY",About the police - Negative
3D5G8J4N5A5CF7H0RMRRMN47HJYTVR,"R. Kelly pays $40,000 in back child support payments while facing sex abuse charges - https://t.co/IaByDoyLi7 In tÃ¢â‚¬_ https://t.co/Gx4412VbR1",Not about the police
3D5G8J4N5A5CF7H0RMRRMN47HJYVTT,@NancyLoo @Chicago_Police @WGNNews Sad world,About the police - Negative
3D7VY91L65YTTYTAD8ZFZXF8KJMMBD,Police in suburban Chicago are warning pet owners about zombie raccoons. Here's what to do if you see one.Ã¢â‚¬_ https://t.co/b1tPFHXOY8,Not about the police
3D7VY91L65YTTYTAD8ZFZXF8KJNBM3,RT @royalpratt: File this Chicago Tribune editorial under things that will piss off Mayor Rahm Emanuel https://t.co/EUw3IYvYuW,About the police - Negative
3DA79LNS59WS3YFH7CLL3SCOQZ5T3U,"Three charged after pregnant woman strangled, baby cut from her womb: Chicago police https://t.co/ERdScsh7ni",Not about the police
3DA79LNS59WS3YFH7CLL3SCOQZ63T5,"Ambitious, rigorous, exciting, and disturbing new research and reporting from @ClareAngelyn @lauramoy on ongoing miÃ¢â‚¬_ https://t.co/1xC6aHBjO1",Not about the police
3DFYDSXB2W1IOPWVA23IOVFF5AYJUN,!!~VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48. CHÃ¢â‚¬_ https://t.co/GAv5Cnr34i,About the police - Negative
3DFYDSXB2W1IOPWVA23IOVFF5AZJUO,Chicago Police - Live Police Scanner https://t.co/O2iYTwFaMg via @YouTube,Not about the police
3DGDV62G7OA5QOQRMVYWF86ZVIK2PN,Chicago police seek suspect in arson attempt at synagogue https://t.co/OnH5yHEYog,About the police - Positive
3DGDV62G7OA5QOQRMVYWF86ZVIKP2A,https://t.co/zQ0DQZXWbU @DickDurbin @JBPritzker @GovRauner @CIA @SecretService @FBIWFO @FBIChicagoÃ¢â‚¬_ https://t.co/m7Blu2nzCo,Not about the police
3DGDV62G7OA5QOQRMVYWF86ZVIL2PO,@ChicagosFines19 @BFTFChicago @cpdmemorial @bftfnyc @BFTF_Dallas @Brotherhoodfwt2 @brotherfallSCPD @ChicagoPD19Ã¢â‚¬_ https://t.co/HQojhZ2Fus,About the police - Neutral
3DIIW4IV8PWNCGIADER0ZQ2LTIL4I9,@CookCountySAO @NDILnews @FBIChicago @Chicago_Police Lol the Chicago Police hate you,About the police - Negative
3DIIW4IV8PWNCGIADER0ZQ2LTIM4IA,Feds Confirm: Chicago Police Department Is as Corrupt as You Thought It Was https://t.co/8mPXVoghr9,About the police - Positive
3DQYSJDTYLC2UD4Y163EBM1RUKJEXP,@Jess49477596 @WhatsFilmingON I saw the Chicago police car from the bus and was confused to why Chicago police wasÃ¢â‚¬_ https://t.co/wl0i6BPasw,About the police - Neutral
3DQYSJDTYLC2UD4Y163EBM1RUKJXE8,"Chicago Man. Musatdin. RoP ""Told authorities he had a message from Allah, wanted to ""take over and destroy casinosÃ¢â‚¬_ https://t.co/TRmqYNLZ42",Not about the police
3DQYSJDTYLC2UD4Y163EBM1RUKKEXQ,RT @ChrisCampolei: @CWBChicago @Chicago_Police Lucky for him that isnÃ¢â‚¬â„¢t a crime in Chicago,About the police - Negative
3DTJ4WT8BDGRZ84D2ORZ87H22KGZE6,"RT @soit_goes: ""Police Chief Eddie Johnson says heÃ¢â‚¬â„¢s devising plan to give kids an alternative to downtown mischief"" I gotta a better ideaÃ¢â‚¬_",About the police - Positive
3DTJ4WT8BDGRZ84D2ORZ87H22KHEZM,Chicago Police on Alert After Failed Arson Attempt at Jewish Synagogue https://t.co/bKWHP0vpI0,About the police - Neutral
3DTJ4WT8BDGRZ84D2ORZ87H22KHZE7,"After 39 years as a Chicago cop, 19th District Cmdr. Marc Buslik turned in his star today. Before leaving, he tookÃ¢â‚¬_ https://t.co/G9GBZy6w0p",About the police - Neutral
3DW3BNF1GHJTHNPCOOGWVR8K36DV84,"RT @tan123: Fighting fossil fuels by taking fossil-fueled trips to block building entrances and ""forcing Chicago police"" to do stuff is ""leÃ¢â‚¬_",About the police - Positive
3DW3BNF1GHJTHNPCOOGWVR8K36E8VI,"RT @illinoistech: On Tuesday, May 21, the @Chicago_Police Department will be conducting an exercise in #IllinoisTech's Cunningham Hall, soÃ¢â‚¬_",About the police - Neutral
3DWGDA5POF5B6N5RP37HGHLCP071VQ,RT @CBS12: ICYMI: Medical center didn't alert Chicago police to early clues in the slaying of 19-year-old pregnant teen Marlen Ochoa-Lopez.Ã¢â‚¬_,About the police - Neutral
3DWGDA5POF5B6N5RP37HGHLCP07V1K,@EdLatimore And you know itÃ¢â‚¬â„¢s worse when police pull over and f with white boys because they know why theyÃ¢â‚¬â„¢re there. Tweeting for a friend.,About the police - Neutral
3DWGDA5POF5B6N5RP37HGHLCP081VR,RT @TALK1370: HEADLINES: Pregnant teen found dead in Chicago had baby cut from her womb: Police https://t.co/sHuIbTsNZM,Not about the police
3DWNFENNE3WJ7R2GVWC0BRHL6XA4JL,"Missing pregnant teen found slain with baby cut from womb, Chicago police say: https://t.co/J7S1AYmjTf https://t.co/guZHbxyJQ6 - wsbtv",Not about the police
3DWNFENNE3WJ7R2GVWC0BRHL6XAJ40,Chicago Police Kill Man During Armed Standoff - https://t.co/sRgp1AVAuP,About the police - Negative
3DWNFENNE3WJ7R2GVWC0BRHL6XB4JM,"RT @iamthemacman: A missing pregnant woman has been found dead. Her baby was forcibly removed from her womb, police say https://t.co/V1SjOMÃ¢â‚¬_",Not about the police
3DZKABX2ZI6VTQFP50W1XD43TXYCVR,#Chicago police using #VR for mental health crisis training https://t.co/COLfWTqNcS via @abc7chicago,About the police - Neutral
3DZKABX2ZI6VTQFP50W1XD43TXYVCA,RT @Incarnated_ET: 8% of Chicago's City Council Are Currently Out On Bond Chicago has a city council with 50 Aldermen. Four are currentlyÃ¢â‚¬_,Not about the police
3E22YV8GG171FAFK8EWG7W9X6DBNPZ,"RT @thisisandydahn: Chicago Police say Clarissa Figueroa and her daughter Desiree killed the teen, a third person charged with concealing hÃ¢â‚¬_",Not about the police
3E22YV8GG171FAFK8EWG7W9X6DBPN1,@DetJoeLocus @ODMP @WoundedBlue @bluefamilyprays @NatPoliceAssoc @WoundedBlueDoc @LtRandySutton @OfficerDownUSÃ¢â‚¬_ https://t.co/DEXSsCtqJb,About the police - Positive
3E22YV8GG171FAFK8EWG7W9X6DCPN2,"@CWBChicago @Chicago_Police Its all good, as long as Joe has money, fame and liberal media to back him up. Oh he doÃ¢â‚¬_ https://t.co/Vhx3I7uxRG",About the police - Neutral
3E24UO25QZRBNPXRUXXKGLIL1IQ6OR,Incoming Chicago mayor has path to historic police reforms https://t.co/XIUDAFFsE0,About the police - Neutral
3E24UO25QZRBNPXRUXXKGLIL1IQO69,"RT @WBBMNewsradio: New Chicago Mayor Lori Lightfoot retains several Emanuel Cabinet members, including Police Supt. Eddie Johnson ... httpsÃ¢â‚¬_",About the police - Neutral
3E24UO25QZRBNPXRUXXKGLIL1IR6OS,"Molotov Cocktails Thrown At Chicago Synagogue, Police Say Authorities are investigating whether the incident is conÃ¢â‚¬_ https://t.co/3Y7D6DHN5b",About the police - Neutral
3E6L1VR4XWNHHCKYVUEUTR979H06F6,A suicidal man barricaded himself in his apartment at 61st and Kenwood. @UChicago sent out an alert urging people tÃ¢â‚¬_ https://t.co/LP9bCZzXgh,Not about the police
3E6L1VR4XWNHHCKYVUEUTR979H0F6F,Chicago police are taking a new look at the unsolved slayings of 55 women ? and the possibility a serial killer isÃ¢â‚¬_ https://t.co/fgZI3vLhAa,About the police - Neutral
3E6L1VR4XWNHHCKYVUEUTR979HZF6E,UPDATE: @Chicago_Police have charged two people with murder and a third person with concealing a homicide in the deÃ¢â‚¬_ https://t.co/PTAVb0THWJ,About the police - Positive
3E9VAUV7BWFO45DWQXNUYHI9BBFAYW,@nowthisnews America has to come to terms with our local police departments. My uncle was a dirty Chicago cop. A baÃ¢â‚¬_ https://t.co/zny0Cmct0R,About the police - Negative
3E9VAUV7BWFO45DWQXNUYHI9BBFYAK,Chicago police's arson unit investigating 3 Molotov cocktails found outside Lakeview East synagogue https://t.co/bVqdCkO1Mp,About the police - Neutral
3E9ZFLPWOYTEAI6KXPT5W1ZJMDQIX2,RT @CSTbreaking: Burglar breaks vehicle windows in Lincoln Park: police https://t.co/LXnKUra5lZ,Not about the police
3E9ZFLPWOYTEAI6KXPT5W1ZJMDQXIH,Chicago police are questioning four people in connection with the disappearance of a 19-year-old pregnant woman.Ã¢â‚¬â€_ https://t.co/ozdBnm7ls0,About the police - Neutral
3EAWOID6MTYBZYK9TK3H2C22K81V0H,"New York Post-May 15, 2019 Chicago politician arrested for filing false police report gets Smollett judge . (Of course!!)",About the police - Negative
3EAWOID6MTYBZYK9TK3H2C22K820VN,"@Sparklebroom @KatieKimNBC @Chicago_Police @nbcchicago God save that little child, a whole life of loss in One tiny soul.",About the police - Neutral
3ECKRY5B1QX3FD6ZY7HQTMFUUDOIZZ,Lori Lightfoot will have a powerful ally in seeking to overhaul the Police Department: a judge with authority to hoÃ¢â‚¬_ https://t.co/nuazwtp7OS,About the police - Neutral
3ECKRY5B1QX3FD6ZY7HQTMFUUDOZIG,19-year-old pregnant woman found dead in Chicago had baby cut from her womb:Ã‚ Police https://t.co/5TS6M0Wbp0 https://t.co/6EnxbknP0R,Not about the police
3EFNPKWBMSPRNPIQ9AXBJHAJTO903Q,RT @hokiedokie24: A 48-year-old woman is missing from Lawndale on the Southwest Side. Pearlean Bailey was last seen April 6 in the 1400 blÃ¢â‚¬_,Not about the police
3EFNPKWBMSPRNPIQ9AXBJHAJTO930T,What happened to that woman is so sad &amp; itÃ¢â‚¬â„¢s crazy that people are better at solving crimes than the actualÃ¢â‚¬_ https://t.co/eX9k4aM1Dr,About the police - Negative
3EGKVCRQFWTTNFIOWBNQTS2FTT0YBF,"first congratulations, if you want to marry the glory that the hand of the police eradicate crime in ChicagoÃ¢â‚¬_ https://t.co/ykwJFZiC40",About the police - Positive
3EGKVCRQFWTTNFIOWBNQTS2FTT1BYT,@zachdcarter Great! We should start by examining the conduct of the Chicago police department when he was mayor. InÃ¢â‚¬_ https://t.co/i8SAlJNwmz,About the police - Negative
3EHIMLB7F70OZMUSJZZSGQHBVR2H80,RT @39Sakuraba: @CWBChicago @Chicago_Police One order of alternative prosecution coming up.,About the police - Neutral
3EHIMLB7F70OZMUSJZZSGQHBVR38HS,"This is disgusting. WTF is wrong with Chicago? ""Police arrest three in case of slain mother whose baby is on lifeÃ¢â‚¬_ https://t.co/Nfv9MjBNpK",About the police - Neutral
3EHIMLB7F70OZMUSJZZSGQHBVR3H81,"I mashed up the CPD superintendent's press conference with Smollett's trainwreck ABC interview ,Ã¢â‚¬_ https://t.co/T6xqjnzrty",About the police - Negative
3EHVO81VN5M6OMA7KEQD1GU3HLX1H1,Name: Joshua D. Jones Ã¢â‚¬Â¢ City: Chicago Ã¢â‚¬Â¢ Date: 01/20/17 Ã¢â‚¬Â¢ Cause of Death: Gunshot Ã¢â‚¬Â¢ Report: https://t.co/BtJsPi3U7X,Not about the police
3EHVO81VN5M6OMA7KEQD1GU3HLXH1H,Marlen Ochoa-Lopez was nine months pregnant when she went missing.Ã¢â‚¬â€_ https://t.co/zwCMjODfID,About the police - Neutral
3EKTG13IZU4567FM4LO9D0BDWD0LMZ,"We See You 6 D AWESOME JOB!!! GREAT POLICE WORK WE WILL BE LOOKING FORWARD TO A SAFE SUMMER IN THE CITY OF CHICAGO,Ã¢â‚¬_ https://t.co/8YdzdMZ1ZE",About the police - Negative
3EKTG13IZU4567FM4LO9D0BDWD0ML0,Incoming Chicago mayor has path to historic police reforms https://t.co/sMfmwrESLw https://t.co/xGkMvSVzrQ,About the police - Neutral
3EKZL9T8Y8NQBPK50BFXICDULINCH1,RT @GHabs9: @CWBChicago @Chicago_Police Look up some dude named Smollet. Case dismissed.,About the police - Negative
3EKZL9T8Y8NQBPK50BFXICDULINHC6,Facilitating Day 4 of the Field Training and Evaluation Program (@ South Chicago Heights Police Department) https://t.co/EL4Ztj36Up,About the police - Neutral
3EKZL9T8Y8NQBPK50BFXICDULIOCH2,"@CWBChicago @LoveCovfefe2020 @Chicago_Police Did the alleged thieves have MAGA hats on screaming ""yeeeehaw, this heÃ¢â‚¬_ https://t.co/xCsNoxfujb",Not about the police
3EKZL9T8Y8NQBPK50BFXICDULIOHC7,"Ã¢â‚¬Å“I was an undercover Chicago police officer and I absolutely loved my job.Ã¢â‚¬Ã_ What happened? #Whistleblower Friday,Ã¢â‚¬_ https://t.co/2GL5BwrvkE",About the police - Positive
3EN4YVUOUCTA5TQQF7E582EJZSFJXF,"A toddler shot in the head three months ago not only survived, he's doing great! The shooter has not been caught anÃ¢â‚¬_ https://t.co/KO0hqaNxUf",About the police - Neutral
3EN4YVUOUCTA5TQQF7E582EJZSFXJT,Chicago Police say the baby that was cut out of the womb after the mother was killed is in Ã¢â‚¬Å“grave condition and notÃ¢â‚¬_ https://t.co/Mmzl3f8rGp,About the police - Neutral
3EN4YVUOUCTA5TQQF7E582EJZSGJXG,Man wanted in arson attempt at Chicago synagogue: Police: https://t.co/xG2YdrJXDY https://t.co/lCNuSQhZxm,Not about the police
3EPG8DX9LKRXPL9E4E0UDF9BFSBP5B,"RT @NECN: A synagogue in Chicago was targeted in an attempted act of arson, in which broken glass bottles and charred black cloth towels weÃ¢â‚¬_",Not about the police
3EPG8DX9LKRXPL9E4E0UDF9BFSC5PS,Federal Indictment Charges 4 Men with Committing Murders to Increase Positions in Violent Gang @FBIChicagoÃ¢â‚¬_ https://t.co/38QbxQAWjE,Not about the police
3EPG8DX9LKRXPL9E4E0UDF9BFSCP5C,Chicago-area police warn of 'zombie raccoons' with distemper - @ABC News https://t.co/SHETJM6SYs,About the police - Neutral
3EQPA8A374XZAOQ5GP2Q5NUU7SCZJR,"RT @cahulaan: Police Seek Suspects Who Beat, Robbed Man on Train: Chicago police are searching for six suspects who allegedly beat and robbÃ¢â‚¬_",About the police - Positive
3EQPA8A374XZAOQ5GP2Q5NUU7SDJZC,"A pipe bomb was thrown towards the officers, killing seven policemen and injuring over 60. The police killed four wÃ¢â‚¬_ https://t.co/pEAMlMRniN",About the police - Neutral
3EQPA8A374XZAOQ5GP2Q5NUU7SDZJS,A pregnant woman who had gone to a Chicago home in response to a Facebook offer of free baby clothes was strangledÃ¢â‚¬_ https://t.co/Vfrx3QtD3M,Not about the police
3EQPA8A374XZAOQ5GP2Q5NUU7SEJZD,RT @ChicagoCAPS18: The 18th District Police Explorer Chicago White Sox Outing. A Special Thanks to the Chicago White Sox! https://t.co/uLzZÃ¢â‚¬_,About the police - Positive
3EQVJH0T40M7X6MGMXAN7MDY94NTH1,Chicago city leader arrested for allegedly filing false police report https://t.co/URQbxz1rxJ #JusticeForJussie,About the police - Negative
3EQVJH0T40M7X6MGMXAN7MDY94OHTQ,"RT @fox32news: A Chicago Police Department vehicle was hit during a wild police pursuit Wednesday night, which may be connected to a nearbyÃ¢â‚¬_",About the police - Neutral
3F6045TU7DPVYLVJQFHE35EYWKD99S,Marlen Ochoa-Lopez muder: Chicago police make three arrests https://t.co/7IPdVTCsyS,About the police - Neutral
3FBEFUUYRK6MLL3QKES2FQYGC1N6AT,RT @MilesKLassin: 5/ the tax breaks he lavished on corporate giants while raising regressive taxes and fees on the city's poorest residentsÃ¢â‚¬_,Not about the police
3FBEFUUYRK6MLL3QKES2FQYGC1NA6X,"@KariVanHorn @Scathach_Says @Chicago_Police Hi. Please help. This is an unnatural, disgusting attempt at making pizÃ¢â‚¬_ https://t.co/V1Ip0L4euq",About the police - Neutral
3FCO4VKOZ4E8FYY7JTZGHNO3SR47EN,"RT @IndieRay02: Mother, daughter strangled pregnant teen with cable, cut infant from her womb: police https://t.co/PoLFyxDhu2 via @SunTimesÃ¢â‚¬_",About the police - Neutral
3FCO4VKOZ4E8FYY7JTZGHNO3SR4E7U,RT @Snowgoggles: Today i learned from @Chicago_Police that no law is broken when a motorist hits a cyclist with their car. Officer and SgtÃ¢â‚¬_,About the police - Neutral
