HITId, inputtext,Answer.sentiment.label
3DTJ4WT8BDGRZ84D2ORZ87H22KGZE6, soitgo polic chief eddi johnson say he devis plan give kid altern downtown mischief gotta better idea,About the police - Positive
3DTJ4WT8BDGRZ84D2ORZ87H22KHEZM, chicago polic alert fail arson attempt jewish synagogu,About the police - Neutral
3DTJ4WT8BDGRZ84D2ORZ87H22KHZE7, 39 year chicago cop 19th district cmdr marc buslik turn star today leav took,About the police - Neutral
3DW3BNF1GHJTHNPCOOGWVR8K36DV84, tan123 fight fossil fuel take fossilfuel trip block build entranc forc chicago polic stuff le,About the police - Positive
3DW3BNF1GHJTHNPCOOGWVR8K36E8VI, illinoistech tuesday may 21 chicagopolic depart conduct exercis illinoistech cunningham hall,About the police - Neutral
3DWGDA5POF5B6N5RP37HGHLCP071VQ, cbs12 icymi medic center didnt alert chicago polic earli clue slay 19yearold pregnant teen marlen ochoalopez,About the police - Neutral
3DWGDA5POF5B6N5RP37HGHLCP07V1K, edlatimor know wors polic pull f white boy know theyr tweet friend,About the police - Neutral
3DWGDA5POF5B6N5RP37HGHLCP081VR, talk1370 headlin pregnant teen found dead chicago babi cut womb polic,Not about the police
3DWNFENNE3WJ7R2GVWC0BRHL6XA4JL, miss pregnant teen found slain babi cut womb chicago polic say wsbtv,Not about the police
3DWNFENNE3WJ7R2GVWC0BRHL6XAJ40, chicago polic kill man arm standoff,About the police - Negative
3DWNFENNE3WJ7R2GVWC0BRHL6XB4JM, iamthemacman miss pregnant woman found dead babi forcibl remov womb polic say,Not about the police
3DZKABX2ZI6VTQFP50W1XD43TXYCVR, chicago polic use vr mental health crisi train via abc7chicago,About the police - Neutral
3DZKABX2ZI6VTQFP50W1XD43TXYVCA, incarnatedet 8 chicago citi council current bond chicago citi council 50 aldermen four current,Not about the police
3E22YV8GG171FAFK8EWG7W9X6DBNPZ, thisisandydahn chicago polic say clarissa figueroa daughter desire kill teen third person charg conceal h,Not about the police
3E22YV8GG171FAFK8EWG7W9X6DBPN1, detjoelocu odmp woundedblu bluefamilypray natpoliceassoc woundedbluedoc ltrandysutton officerdownu,About the police - Positive
3E22YV8GG171FAFK8EWG7W9X6DCPN2, cwbchicago chicagopolic good long joe money fame liber media back oh,About the police - Neutral
3E24UO25QZRBNPXRUXXKGLIL1IQ6OR, incom chicago mayor path histor polic reform,About the police - Neutral
3E24UO25QZRBNPXRUXXKGLIL1IQO69, wbbmnewsradio new chicago mayor lori lightfoot retain sever emanuel cabinet member includ polic supt eddi johnson,About the police - Neutral
3E24UO25QZRBNPXRUXXKGLIL1IR6OS, molotov cocktail thrown chicago synagogu polic say author investig whether incid con,About the police - Neutral
3E6L1VR4XWNHHCKYVUEUTR979H06F6, suicid man barricad apart 61st kenwood uchicago sent alert urg peopl,Not about the police
3E6L1VR4XWNHHCKYVUEUTR979H0F6F, chicago polic take new look unsolv slay 55 women possibl serial killer,About the police - Neutral
3E6L1VR4XWNHHCKYVUEUTR979HZF6E, updat chicagopolic charg two peopl murder third person conceal homicid de,About the police - Positive
3E9VAUV7BWFO45DWQXNUYHI9BBFAYW, nowthisnew america come term local polic depart uncl dirti chicago cop ba,About the police - Negative
3E9VAUV7BWFO45DWQXNUYHI9BBFYAK, chicago polic arson unit investig 3 molotov cocktail found outsid lakeview east synagogu,About the police - Neutral
3E9ZFLPWOYTEAI6KXPT5W1ZJMDQIX2, cstbreak burglar break vehicl window lincoln park polic,Not about the police
3E9ZFLPWOYTEAI6KXPT5W1ZJMDQXIH, chicago polic question four peopl connect disappear 19yearold pregnant woman,About the police - Neutral
3EAWOID6MTYBZYK9TK3H2C22K81V0H, new york postmay 15 2019 chicago politician arrest file fals polic report get smollett judg cours,About the police - Negative
3EAWOID6MTYBZYK9TK3H2C22K820VN, sparklebroom katiekimnbc chicagopolic nbcchicago god save littl child whole life loss one tini soul,About the police - Neutral
3ECKRY5B1QX3FD6ZY7HQTMFUUDOIZZ, lori lightfoot power alli seek overhaul polic depart judg author ho,About the police - Neutral
3ECKRY5B1QX3FD6ZY7HQTMFUUDOZIG, 19yearold pregnant woman found dead chicago babi cut womb polic,Not about the police
3EFNPKWBMSPRNPIQ9AXBJHAJTO903Q, hokiedokie24 48yearold woman miss lawndal southwest side pearlean bailey last seen april 6 1400 bl,Not about the police
3EFNPKWBMSPRNPIQ9AXBJHAJTO930T, happen woman sad amp crazi peopl better solv crime actual,About the police - Negative
3EGKVCRQFWTTNFIOWBNQTS2FTT0YBF, first congratul want marri glori hand polic erad crime chicago,About the police - Positive
3EGKVCRQFWTTNFIOWBNQTS2FTT1BYT, zachdcart great start examin conduct chicago polic depart mayor,About the police - Negative
3EHIMLB7F70OZMUSJZZSGQHBVR2H80, 39sakuraba cwbchicago chicagopolic one order altern prosecut come,About the police - Neutral
3EHIMLB7F70OZMUSJZZSGQHBVR38HS, disgust wtf wrong chicago polic arrest three case slain mother whose babi life,About the police - Neutral
3EHIMLB7F70OZMUSJZZSGQHBVR3H81, mash cpd superintend press confer smollett trainwreck abc interview,About the police - Negative
3EHVO81VN5M6OMA7KEQD1GU3HLX1H1, name joshua jone citi chicago date 012017 caus death gunshot report,Not about the police
3EHVO81VN5M6OMA7KEQD1GU3HLXH1H, marlen ochoalopez nine month pregnant went miss,About the police - Neutral
3EKTG13IZU4567FM4LO9D0BDWD0LMZ, see 6 awesom job great polic work look forward safe summer citi chicago,About the police - Negative
3EKTG13IZU4567FM4LO9D0BDWD0ML0, incom chicago mayor path histor polic reform,About the police - Neutral
3EKZL9T8Y8NQBPK50BFXICDULINCH1, ghabs9 cwbchicago chicagopolic look dude name smollet case dismiss,About the police - Negative
3EKZL9T8Y8NQBPK50BFXICDULINHC6, facilit day 4 field train evalu program south chicago height polic depart,About the police - Neutral
3EKZL9T8Y8NQBPK50BFXICDULIOCH2, cwbchicago lovecovfefe2020 chicagopolic alleg thiev maga hat scream yeeeehaw,Not about the police
3EKZL9T8Y8NQBPK50BFXICDULIOHC7, undercov chicago polic offic absolut love job happen whistleblow friday,About the police - Positive
3EN4YVUOUCTA5TQQF7E582EJZSFJXF, toddler shot head three month ago surviv he great shooter caught,About the police - Neutral
3EN4YVUOUCTA5TQQF7E582EJZSFXJT, chicago polic say babi cut womb mother kill grave condit,About the police - Neutral
3EN4YVUOUCTA5TQQF7E582EJZSGJXG, man want arson attempt chicago synagogu polic,Not about the police
3EPG8DX9LKRXPL9E4E0UDF9BFSBP5B, necn synagogu chicago target attempt act arson broken glass bottl char black cloth towel,Not about the police
3EPG8DX9LKRXPL9E4E0UDF9BFSC5PS, feder indict charg 4 men commit murder increas posit violent gang fbichicago,Not about the police
3EPG8DX9LKRXPL9E4E0UDF9BFSCP5C, chicagoarea polic warn zombi raccoon distemp abc news,About the police - Neutral
3EQPA8A374XZAOQ5GP2Q5NUU7SCZJR, cahulaan polic seek suspect beat rob man train chicago polic search six suspect allegedli beat robb,About the police - Positive
3EQPA8A374XZAOQ5GP2Q5NUU7SDJZC, pipe bomb thrown toward offic kill seven policemen injur 60 polic kill four w,About the police - Neutral
3EQPA8A374XZAOQ5GP2Q5NUU7SDZJS, pregnant woman gone chicago home respons facebook offer free babi cloth strangl,Not about the police
3EQPA8A374XZAOQ5GP2Q5NUU7SEJZD, chicagocaps18 18th district polic explor chicago white sox outing special thank chicago white sox,About the police - Positive
3EQVJH0T40M7X6MGMXAN7MDY94NTH1, chicago citi leader arrest allegedli file fals polic report justiceforjussi,About the police - Negative
3EQVJH0T40M7X6MGMXAN7MDY94OHTQ, fox32new chicago polic depart vehicl hit wild polic pursuit wednesday night may connect nearbi,About the police - Neutral
3F6045TU7DPVYLVJQFHE35EYWKD99S, marlen ochoalopez muder chicago polic make three arrest,About the police - Neutral
3FBEFUUYRK6MLL3QKES2FQYGC1N6AT, milesklassin 5 tax break lavish corpor giant rais regress tax fee citi poorest resid,Not about the police
3FBEFUUYRK6MLL3QKES2FQYGC1NA6X, karivanhorn scathachsay chicagopolic hi pleas help unnatur disgust attempt make piz,About the police - Neutral
3FCO4VKOZ4E8FYY7JTZGHNO3SR47EN, indieray02 mother daughter strangl pregnant teen cabl cut infant womb polic via suntim,About the police - Neutral
3FCO4VKOZ4E8FYY7JTZGHNO3SR4E7U, snowgoggl today learn chicagopolic law broken motorist hit cyclist car offic sgt,About the police - Neutral
3FCO4VKOZ4E8FYY7JTZGHNO3SR57EO, fed confirm chicago polic depart corrupt thought,About the police - Negative
3FCO4VKOZ4E8FYY7JTZGHNO3SR5E7V, chicagocaps11 thank everyon donat 011th district dunkin donut special olymp illinoi fundrais chicagopoli,About the police - Positive
3FDWKV9VCN38PX2GDZGA4N7W94TMUU, chicago woman charg murder pregnant mother cut infant womb polic said,About the police - Neutral
3FDWKV9VCN38PX2GDZGA4N7W94TUM2, msm msnbc abc nbc cb foxandfriend foxnew mgrant76308 arm thug shot polic chica,About the police - Positive
3FDWKV9VCN38PX2GDZGA4N7W94UMUV, chicagopolic ajguglielmi thank serv everi day salut,About the police - Positive
3FHTJGYT8N1V5IYYLAJLHC0051PGPK, chicago politician arrest file fals polic report get smollett judg,Not about the police
3FHTJGYT8N1V5IYYLAJLHC0051PPGT, monday chicago polic kept watch eye ansh sholom bnai israel congreg lakeview,About the police - Neutral
3FHTJGYT8N1V5IYYLAJLHC0051QPGU, close due polic activ northwestsid higgin rd austin ave foster ave traffic chicago,About the police - Neutral
3FI30CQHVKKR4V8IQSSYA1IMUJ86BO, gusthehobocat detjoelocu odmp woundedblu bluefamilypray natpoliceassoc woundedbluedoc ltrandysutton officerdownu nation,Not about the police
3FJ2RVH25Z7KY1AK562ZTI6KQE229S, sunday 51919 radiodepauldj david edward sim show chicagopolic,Not about the police
3FJ2RVH25Z7KY1AK562ZTI6KQE329T, simeon career academi teen senior shot wound 31st street beach chicago chicago polic firefight,About the police - Neutral
3FJ2RVH25Z7KY1AK562ZTI6KQE3920, vela mageouu wonder never let go pick letgo craigslist stuff find th,Not about the police
3FK4G712NX1V8FNH8RHW1VOEGWQSSW, chicago woman mutil bodi found midnight tuesday trash bin,Not about the police
3FO95NVK5C1J70N4T2HRBLJIUU7RS7, fox32new girl miss week polic look 14yearold girl miss sinc may 13 chicago,About the police - Neutral
3FO95NVK5C1J70N4T2HRBLJIUU7SR8, new chicago mayor lori lightfoot make histori citi first black femal first openli gay mayor,Not about the police
3FTID4TN8LZ50O40NOCK7VYK5NELYP, big school backpack drive retir polic car favorit brand tom ford influenc dirti south trap call,Not about the police
3FTID4TN8LZ50O40NOCK7VYK5NEYL2, cwbchicago chicagopolic sure isnt jussi smollett disguis,About the police - Neutral
3FULMHZ7OUY98Z81YTPSRJ92AR54MP, mass extinct relat peopl build mother ship steal mothership inform steal terra,Not about the police
3FULMHZ7OUY98Z81YTPSRJ92AR5M47, thank law enforc swift reaction recent incid boston chicago remind communiti,About the police - Negative
3FULMHZ7OUY98Z81YTPSRJ92AR64MQ, copelander06 cwbchicago chicagopolic chicago sound like nice place,Not about the police
3FVBZG9CLJF6HXPPOVMDNBBTCTQH0D, stacaliciouss polic one isnt fire em station counti polic dispatch,About the police - Positive
3FVBZG9CLJF6HXPPOVMDNBBTCTR0HX, clintsmithiii never forget 48 year ago today fbi amp chicago polic dept conspir murder fred hampton apart bec,About the police - Negative
3FVBZG9CLJF6HXPPOVMDNBBTCTRH0E, tous2005 vabvox incid happen amp unfair black peopl live chicago follow lot report crime,About the police - Negative
3FW4EL5A3LP9YHPLKXNKJVY6K8S220, 19yearold pregnant woman found dead chicago babi cut womb polic,Not about the police
3FW4EL5A3LP9YHPLKXNKJVY6K8T221, harvest bibl chapel founder jamesmacdonald still contest fire greater chicago megachurch eve,Not about the police
3G3AJKPCXLT92GXFHWD3LEW9J1J4YF, edenhallseri chicago polic detect sean clari return activ duti knife injuri get assign turn ou,About the police - Positive
3G3AJKPCXLT92GXFHWD3LEW9J1JY49, polic arrest 46yearold woman 24yearold daughter say pair strangl young pre,About the police - Neutral
3G3AJKPCXLT92GXFHWD3LEW9J1K4YG, warn zombi raccoon warn zombi raccoon may sound like someth bad televis show,Not about the police
3G4VVJO6PZH074UHB140F4STCI6KPR, today dunkindonut coponarooftop day specialolymp stop support policeweek2019 meet athl,About the police - Positive
3G4VVJO6PZH074UHB140F4STCI6PKW, jaymalgreen here retir chicago polic offic member fop tell laquan mcdonald shot 1,About the police - Negative
3G4VVJO6PZH074UHB140F4STCI7PKX, katiekimnbc chicagopolic nbcchicago hope got right peopl cpd wrong fill bi,About the police - Negative
3G57RS03HH61XE882GPIH21I4IJ251, chicagoarea polic warn zombi raccoon distemp viru,About the police - Neutral
3G57RS03HH61XE882GPIH21I4IJ524, davontoomuch chicago polic chief total disgrac done negro said he,About the police - Negative
3G57RS03HH61XE882GPIH21I4IK252, jtumid ajplu like,About the police - Neutral
3G57RS03HH61XE882GPIH21I4IK525, fox32new chicago polic look six men attack passeng red line train harrison station april 27,About the police - Neutral
3G5RUKN2EC4GNNZDRP0JL69I19T9NQ, phillyd hello pleas help bring awar case women color serv justic,Not about the police
3G5RUKN2EC4GNNZDRP0JL69I19TN94, abigail moreno last seen may 20 4700 block south tripp avenu accord miss person alert fr,Not about the police
3G5RUKN2EC4GNNZDRP0JL69I19U9NR, chi town massacr,Not about the police
3G9UA71JVVVGQEKZXUA7E31VXZ07J8, chicago polic alert fail arson attempt jewish synagogu via breitbartnew,About the police - Neutral
3G9UA71JVVVGQEKZXUA7E31VXZ0J7K, three peopl charg miss pregnant woman found dead chicago southwest side accord,About the police - Positive
3GITHABACYM5N3EE6GL4BJ14V3J2NR, sakimfoxx lightfootforchi protip make commun safer dont offer condit discharg someon charg,Not about the police
3GITHABACYM5N3EE6GL4BJ14V3JN2C, close due polic activ southsidewoodlawn 61st st ebwb woodlawn ave dorchest ave traffic chicago,About the police - Neutral
3GITHABACYM5N3EE6GL4BJ14V3K2NS, three charg pregnant woman strangl babi cut womb chicago polic,About the police - Neutral
3GKAWYFRAPUSTYO7JKIDBRX3S99DP7, cwbchicago crainschicago chicagopolic kim foxx take care right recus,About the police - Neutral
3GKAWYFRAPUSTYO7JKIDBRX3S99PDJ, jepkratz michaelhudak mooselip filledwithhope5 geogreer2 piewhackett hmcruzr mbees39 anoncassi,Not about the police
3GKAWYFRAPUSTYO7JKIDBRX3S9APDK, chicago ramp secur arson attempt vandal synagogu,About the police - Neutral
3GL25Y6843V061WBI4RXOU603MAMXM, cwbchicago chicagopolic im guess alderman doesnt connect kim foxx obama,Not about the police
3GL25Y6843V061WBI4RXOU603MAXMX, lonestarexil detjoelocu odmp woundedblu bluefamilypray natpoliceassoc woundedbluedoc ltrandysutton,About the police - Positive
3GL25Y6843V061WBI4RXOU603MBMXN, miss pregnant woman whose bodi found behind home chicago southwest side strangl,About the police - Positive
3GMLHYZ0LEY8JERUW24LYIU3IE7UYS, talbertswan rahmemanuel chicagopolic black live mean noth domin societi non white collabor,About the police - Negative
3GMLHYZ0LEY8JERUW24LYIU3IE7YUW, chicagopolic accord cb 6 rape case chicago solv unaccept cpd,About the police - Negative
3GONHBMNHVZPBWWQJMFILFMBBM7ZMV, ford injuri stem frompul gun 27yearold man drive vehicl rear yard,Not about the police
3GONHBMNHVZPBWWQJMFILFMBBM8MZJ, life chicago never hilari good enough camilla polic offic world turn,About the police - Positive
3GONHBMNHVZPBWWQJMFILFMBBM8ZMW, detroit milliondollar system afford polic abil scan live video camera locat everywher,About the police - Positive
3GS542CVJVOCXYT7NP4XRP9WAOU59X, pregnant teen whose bodi found behind home chicago southwest side murder babi forci,Not about the police
3GS542CVJVOCXYT7NP4XRP9WAOU951, molotov cocktail thrown chicago synagogu polic say,About the police - Neutral
3GV1I4SEO9Q3H4UUH5HSO4ER6DLL6P, 4 teen indict feder charg carjack offduti chicago polic detect edgewat,About the police - Neutral
3GV1I4SEO9Q3H4UUH5HSO4ER6DM6LB, chicagopolic 14th district well repres nationalpoliceweek washington dc,About the police - Positive
3GVPRXWRPHVKV30TFCP722MVKKB7IW, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chica,Not about the police
3GVPRXWRPHVKV30TFCP722MVKKBI77, chicago polic take new look unsolv slay 55 women possibl serial killer,About the police - Neutral
3GVPRXWRPHVKV30TFCP722MVKKC7IX, miss pregnant woman whose bodi found behind home chicago southwest side strangl,Not about the police
3H1C3QRA01KERFT3AA7RX9GHT2VCEL, pregnant woman gone chicago home respons facebook offer free babi cloth strangl,Not about the police
3H1C3QRA01KERFT3AA7RX9GHT2VECN, miss pregnant teen found dead babi cut womb,Not about the police
3H1C3QRA01KERFT3AA7RX9GHT2WCEM, former chicago polic command kenneth johnson plead guilti steal 363000 social secur moth,About the police - Negative
3H1C3QRA01KERFT3AA7RX9GHT2WECO, chicago citi leader arrest allegedli file fals polic report,About the police - Neutral
